"patch","betweenness","closeness","degree","area_m2","betweenness_rank","closeness_rank","degree_rank","area_rank"
1,0,1,1,51,NA,NA,349,190
2,0,1,1,29,NA,NA,349,334.5
3,0,1,1,109,NA,NA,349,97.5
4,0,1,1,80,NA,NA,349,127
5,0,1,1,29,NA,NA,349,334.5
6,0,1,1,36,NA,NA,349,257.5
7,0,0.000302846759539673,2,56,NA,371,331,180.5
8,151.5,0.000333444481493831,3,29,168,365,300,334.5
9,0,0,0,56,NA,NA,NA,180.5
10,238.223953636804,0.000393236335037357,7,43,143,339,191,211.5
11,151.5,0.000333444481493831,3,42,168,365,300,216.5
12,4.87222222222222,0.000373273609555804,5,38,250,355,254,232.5
13,378.65373707966,0.000420521446593776,7,36,112,322,191,257.5
14,552.807273340887,0.000420698359276399,8,29,93,321,161,334.5
15,451.29500972603,0.000436109899694723,12,364,102,304,55,44
18,5.78888888888888,0.00037397157816006,6,29,249,354,229,334.5
19,8.9,0.000374111485222596,7,58,240,352,191,172.5
20,906,0.000370644922164566,3,36,67,357,300,257.5
21,187.138966611162,0.000435729847494553,10,29,162,305,93,334.5
22,1.72198879551821,0.00043308791684712,10,67,265,308,93,143
24,1848.65672792265,0.000416666666666667,7,90,35,328,191,113
25,8.9,0.000374111485222596,7,29,240,352,191,334.5
26,192.237032258448,0.0004510599909788,9,29,157,292,126,334.5
27,774.526511273227,0.000452488687782805,13,473,78,289,37,32
28,0,0,0,87,NA,NA,NA,119
29,368.201117120817,0.000415627597672485,9,52,114,329,126,188
33,200.19000180499,0.000478697941598851,8,149,153,259,161,81
34,506.910866023932,0.000416840350145894,10,29,97,325,93,334.5
35,584.412372685067,0.000479616306954436,12,52,90,256,55,188
36,54.7232647296207,0.00047192071731949,5,84,205,268,254,123
37,881.242556450064,0.000479156684235745,12,29,69,258,55,334.5
38,273.261572458201,0.000451467268623025,10,129,131,291,93,88
41,584.412372685067,0.000479616306954436,12,202,90,256,55,64.5
42,25968.5312914244,0.000733675715333822,59,143015,1,69,1,1
44,0,0.000414250207125104,4,29,NA,331,276,334.5
47,794.573091542225,0.000442282176028306,7,63,75,299,191,160
48,553.794015893869,0.000478697941598851,10,29,92,259,93,334.5
49,111.690793465254,0.000529941706412295,2,89,179,198,331,114
51,1978.0024113287,0.000463177396943029,7,29,33,277,191,334.5
53,1460.66445540234,0.000466635557629491,5,29,45,270,254,334.5
54,2362.440629184,0.000540540540540541,9,85,24,191,126,121.5
56,1749.88875389554,0.000539665407447383,7,63,36,193,191,160
57,375.794316260684,0.000518134715025907,7,29,113,216,191,334.5
58,358.967528735634,0.000608272506082725,2,71,115,109,331,137
59,131.595853168185,0.000519210799584631,7,29,174,214,191,334.5
60,459.912118998881,0.000522193211488251,8,36,100,207,161,257.5
61,700.127814810167,0.000547045951859956,4,41,80,174,276,222
62,2057.48303621157,0.000527148128624143,8,36,32,203,161,257.5
63,0,0.000432900432900433,5,43,NA,309,254,211.5
64,491.359457703684,0.000521648408972353,9,29,98,208,126,334.5
65,2293.19492968398,0.00062111801242236,4,65,26,92,276,151.5
67,2293.19492968398,0.00062111801242236,4,36,26,92,276,257.5
68,491.359457703684,0.000521648408972353,9,64,98,208,126,156.5
70,46.1257635213097,0.000492610837438424,7,121,208,243,191,92
72,46.1257635213097,0.000492610837438424,7,75,208,243,191,133
73,46.1257635213097,0.000492610837438424,7,102,208,243,191,103
74,0,0,0,60,NA,NA,NA,169
75,2878.48288370136,0.000599520383693046,13,273,21,140,37,50
78,0,0.000357015351660121,1,29,NA,362,349,334.5
81,79.8497815619941,0.00049480455220188,9,136,191,240,126,82.5
86,2143.45017087519,0.00057372346528973,12,679,31,157,55,24
90,3.27046102060082,0.000627746390458255,6,201,258,91,229,66.5
91,304,0.00040048057669203,2,64,122,337,331,156.5
93,0,0.000599880023995201,1,29,NA,139,349,334.5
95,7684.81250693501,0.000632511068943707,13,1388,5,86,37,11
98,422.559126046969,0.000591366055588409,9,108,103,147,126,100
99,1307.25055295815,0.00056657223796034,10,29,48,166,93,334.5
100,2.33099976841621,0.00060938452163315,6,29,260,108,229,334.5
101,127.393807656837,0.000497512437810945,10,69,176,235,93,139.5
105,42.6386157752365,0.000497760079641613,10,56,213,234,93,180.5
106,1,0.000601684717208183,6,73,277,127,229,136
107,0.816666666666667,0.000602409638554217,8,560,279,119,161,28.5
109,231.057569095751,0.000638162093171666,10,57,146,83,93,176
110,140.198126225748,0.000589970501474926,9,36,172,148,126,257.5
112,6837.16950208724,0.000648508430609598,11,1011,8,73,71,16
113,140.198126225748,0.000589970501474926,9,57,172,148,126,176
115,231.057569095751,0.000638162093171666,10,53,146,83,93,185.5
117,612.915890195904,0.000521104742053153,10,108,88,212,93,100
122,613.367309354937,0.000589622641509434,10,119,87,150,93,95
126,124.033247449142,0.000523560209424084,10,45,177,205,93,205.5
127,203.107299619924,0.000632511068943707,18,448,152,86,6,34
128,0,1,1,29,NA,NA,349,334.5
129,0,0.000601684717208183,6,232,NA,127,229,59
130,782.892681328717,0.000455580865603645,8,36,76,287,161,257.5
131,949.041940815623,0.000523560209424084,13,400,62,205,37,37
132,1359.54884459212,0.000609756097560976,11,167,47,107,71,74
134,3665.13781087059,0.000670690811535882,13,88,16,71,37,116.5
136,1.43333333333333,0.000602772754671489,9,825,270,115,126,20
137,170.837927252891,0.000569476082004556,10,212,166,160,93,61
144,64.1504591391318,0.000455373406193078,7,29,200,288,191,334.5
146,106.261676098017,0.000598802395209581,7,86,180,144,191,120
147,0,0,0,29,NA,NA,NA,334.5
150,0,1,1,43,NA,NA,349,211.5
151,96.8386941720298,0.000525210084033613,11,29,186,204,71,334.5
152,3591.14628842015,0.000670241286863271,12,406,17,72,55,36
153,0,0,0,29,NA,NA,NA,334.5
154,178.919846960338,0.000567214974475326,9,36,163,165,126,257.5
156,0,0.000415627597672485,3,318,NA,329,300,46
159,172.982551102476,0.000520833333333333,10,29,165,213,93,334.5
160,7499.39052686996,0.000608272506082725,22,2916,6,109,2,9
162,1.48148148148148,0.000416840350145894,5,91,269,325,254,111.5
164,4.61666666666667,0.000603500301750151,11,29,252,113,71,334.5
171,287.798825253456,0.000638569604086846,11,49,130,82,71,196
176,264.808449910328,0.000567536889897843,10,29,134,163,93,334.5
177,26.7380348803446,0.000629722921914358,11,85,224,89,71,121.5
182,386.996903260011,0.00047438330170778,7,77,111,265,191,130
184,264.808449910328,0.000567536889897843,10,62,134,163,93,163
191,0,0,0,29,NA,NA,NA,334.5
192,295.696955347204,0.000475285171102662,9,29,128,263,126,334.5
193,244.340178196705,0.000637755102040816,9,114,139,85,126,96
194,45.6389355036122,0.000629326620516048,10,330,211,90,93,45
195,1.51666666666667,0.000602772754671489,9,65,267,115,126,151.5
196,0.533333333333333,0.000602409638554217,8,74,283,119,161,134.5
198,11.9331616717963,0.000516795865633075,10,43,236,218,93,211.5
201,240.221824090705,0.000521376433785193,8,29,142,211,161,334.5
207,253.795452840663,0.000521648408972353,9,130,137,208,126,86.5
208,19.6264057643051,0.000518134715025907,12,108,227,216,55,100
220,7.02657742584213,0.000510725229826353,9,58,244,220,126,172.5
221,146.698976130688,0.000543183052688756,8,136,171,177,161,82.5
223,4.51281001894699,0.00061050061050061,9,65,253,106,126,151.5
238,3.25290346907994,0.000510204081632653,7,36,259,221,191,257.5
243,977.577673235318,0.000494559841740851,9,120,59,242,126,93.5
252,19.5148927468243,0.000542888165038002,7,130,229,179,191,86.5
253,52.1353568691536,0.000542593597395551,9,29,206,181,126,334.5
264,130.874444453615,0.000542593597395551,9,29,175,181,126,334.5
265,322.456422953784,0.000581395348837209,10,29,119,154,93,334.5
267,52.1247365246875,0.000542299349240781,8,29,207,183,161,334.5
270,6822.3568202201,0.000613496932515337,13,4034,9,102,37,5
272,0,0,0,29,NA,NA,NA,334.5
275,0,0.000299580587177951,1,29,NA,372,349,334.5
276,187.505524563941,0.000499750124937531,8,67,158,229,161,143
277,187.505524563941,0.000499750124937531,8,167,158,229,161,74
278,187.505524563941,0.000499750124937531,8,29,158,229,161,334.5
279,0.2,0.000601684717208183,6,29,293,127,229,334.5
280,187.505524563941,0.000499750124937531,8,29,158,229,161,334.5
281,196.712712731096,0.000547345374931582,7,124,155,173,191,91
284,304,0.0003295978905735,2,64,122,368,331,156.5
289,0,0.000601322910402886,5,29,NA,132,254,334.5
303,92.0271670438752,0.000499251123315027,6,69,188,233,229,139.5
308,3779.876041618,0.000577700751010976,9,29,15,155,126,334.5
309,3452.88962286531,0.000577367205542725,8,88,19,156,161,116.5
310,0.2,0.000601684717208183,6,80,293,127,229,127
311,0,0,0,29,NA,NA,NA,334.5
312,2247.92924030267,0.000604960677555959,5,384,29,112,254,39
316,3.36666666666667,0.000602409638554217,8,188,257,119,161,69
317,1.53333333333333,0.000602046959662854,7,165,266,124,191,76
322,0,0.000600240096038415,2,29,NA,138,331,334.5
323,0,0.000555864369093941,3,49,NA,167,300,196
325,1,0.000601684717208183,6,29,274,127,229,334.5
330,680.75,0.000366032210834553,7,38,83,358,191,232.5
332,77.7859649122807,0.000617283950617284,11,3064,192,94,71,8
347,0,0.000555864369093941,3,44,NA,167,300,207.5
348,2366.67794655801,0.000644745325596389,2,36,23,75,331,257.5
352,0,0.000282246683601468,3,56,NA,373,300,180.5
353,0,0.0133333333333333,3,29,NA,67,300,334.5
357,7,0.0185185185185185,4,36,245,56,276,257.5
360,0,0,0,29,NA,NA,NA,334.5
362,240.699873962895,0.0003933910306845,6,48,141,338,229,200
367,14.1638195138195,0.0232558139534884,10,3107,234,47,93,7
368,74.75,0.000365764447695684,6,29,194,359,229,334.5
383,6723.42148847781,0.000548847420417124,6,29,10,171,229,334.5
389,164.755694305694,0.0285714285714286,14,7318,167,44,26,4
395,1849.66934557408,0.000410172272354389,9,105,34,334,126,102
399,0,0.000282246683601468,3,38,NA,373,300,232.5
400,74.75,0.000365764447695684,6,36,194,359,229,257.5
402,2269.83484669873,0.000605693519079346,2,49,28,111,331,196
422,7,0.0185185185185185,4,185,245,56,276,70
424,5.97619047619048,0.000602772754671489,9,625,248,115,126,26
439,226.389743589744,0.000613120784794605,7,53,148,104,191,185.5
442,800.568782616019,0.000443852640923213,9,61,74,298,126,166
449,1142.42930298663,0.000463606861381548,10,66,55,276,93,146.5
450,96.1041956271075,0.000462320850670365,11,29,187,279,71,334.5
454,7.5474358974359,0.0222222222222222,8,50,242,50,161,192
457,1,0.000527983104540655,6,61,274,202,229,166
458,7,0.0185185185185185,4,29,245,56,276,334.5
459,12.2472527472527,0.0232558139534884,10,127,235,47,93,89.5
460,0,0.000329706561160567,4,38,NA,367,276,232.5
461,74.75,0.000365764447695684,6,62,194,359,229,163
462,0.142857142857143,0.000602046959662854,7,66,301,124,191,146.5
467,0,0.0185185185185185,3,29,NA,56,300,334.5
468,175.066150646402,0.000463177396943029,14,64,164,277,26,156.5
470,302,0.000308546744831842,4,38,124,369,276,232.5
471,238.06786536477,0.000617283950617284,8,381,144,94,161,40
478,1692.98277081152,0.000507872016251904,12,38,38,223,55,232.5
480,0,0,0,36,NA,NA,NA,257.5
482,37.4294871794872,0.00061576354679803,9,29,215,96,126,334.5
483,598.312820512823,0.000613496932515337,8,76,89,102,161,131.5
487,0.333333333333333,0.0188679245283019,4,29,289,55,276,334.5
493,0,0,0,29,NA,NA,NA,334.5
494,0.25,0.000614250614250614,5,66,292,99,254,146.5
496,983.371775647743,0.000506329113924051,13,69,58,225,37,139.5
499,35.8223443223443,0.00061576354679803,9,29,217,96,126,334.5
500,302,0.000308546744831842,4,29,124,369,276,334.5
502,7.34239094239094,0.0227272727272727,9,41,243,49,126,222
504,0.142857142857143,0.000602046959662854,7,36,301,124,191,257.5
505,4.36808191808192,0.0196078431372549,11,36,254,52,71,257.5
506,347.945480089903,0.000444247001332741,10,36,117,297,93,257.5
508,1458.14707042171,0.00050761421319797,13,207,46,224,37,62
509,1.03333333333333,0.0178571428571429,8,29,273,61,161,334.5
510,3839.9658025142,0.000505561172901921,22,883,14,226,2,18
513,226.389743589744,0.000613120784794605,7,36,148,104,191,257.5
514,0,1,1,46,NA,NA,349,203
516,100.666666666667,0.000378357926598562,4,752,182,342,276,21
517,0,0.00033955857385399,3,36,NA,364,300,257.5
520,198.102657640907,0.000465116279069767,16,60,154,275,11,169
521,8573.17405554381,0.000630119722747322,15,37679,4,88,17,3
524,697.796171489227,0.000539665407447383,11,898,81,193,71,17
527,121.449361336977,0.00053248136315229,6,88,178,196,229,116.5
528,4.36808191808192,0.0196078431372549,11,250,254,52,71,53
530,1.97619047619048,0.000602409638554217,8,36,263,119,161,257.5
532,415.258104453213,0.000444642063139173,12,36,105,296,55,257.5
538,2194.14756340471,0.000518941359626362,14,29,30,215,26,334.5
541,1.16666666666667,0.000601322910402886,5,29,271,132,254,334.5
548,193.022544832599,0.000496277915632754,14,61,156,238,26,166
555,33.063083243835,0.000490677134445535,9,79,221,246,126,129
558,100.666666666667,0.000378357926598562,4,74,182,342,276,134.5
561,0.476190476190476,0.0178571428571429,8,29,288,61,161,334.5
567,26.9390276390276,0.025,13,460,223,45,37,33
570,0,0.000641025641025641,5,62,NA,78,254,163
572,70.8461538461538,0.00061576354679803,9,180,198,96,126,72
575,293.045012861146,0.000450653447498873,16,57,129,293,11,176
576,0.5,0.00064143681847338,6,100,284,76,229,105
589,254.617728922337,0.000496524329692155,14,29,136,237,26,334.5
590,0.333333333333333,0.000600961538461538,4,38,289,134,276,232.5
595,0,0.000641025641025641,5,29,NA,78,254,334.5
596,305.305535975885,0.000452488687782805,17,205,121,289,7,63
597,0.5,0.00064143681847338,6,36,284,76,229,257.5
598,242.722362538008,0.000450653447498873,15,367,140,293,17,41
600,0.915825569358178,0.000469704086425552,5,29,278,269,254,334.5
601,1204,0.000339904826648538,5,50,51,363,254,192
602,0,0.0185185185185185,2,36,NA,56,331,257.5
610,0.142857142857143,0.0175438596491228,7,88,301,64,191,116.5
614,1204,0.000426803243704652,4,29,51,314,276,334.5
615,100.666666666667,0.000378357926598562,4,41,182,342,276,222
617,34.2432791660357,0.000473260766682442,6,66,219,266,229,146.5
618,0,1,1,29,NA,NA,349,334.5
619,0,0.000600600600600601,3,29,NA,135,300,334.5
620,20.7392107892108,0.0238095238095238,11,29,226,46,71,334.5
621,1.97619047619048,0.0178571428571429,8,36,263,61,161,257.5
624,663.252444102693,0.000500250125062531,15,153,85,228,17,78
628,35.4199965863407,0.000430848772081,9,246,218,312,126,54.5
631,15296.9072536453,0.000647668393782383,22,44418,2,74,2,2
632,237.865637500725,0.000497512437810945,14,36,145,235,26,257.5
636,34.2432791660357,0.000473260766682442,6,49,219,266,229,196
640,1514.93347304653,0.000488519785051295,7,244,42,250,191,56
644,30.2228728860049,0.000489955903968643,8,46,222,247,161,203
646,5263.12365707246,0.00053850296176629,13,201,11,195,37,66.5
654,0,0.000541711809317443,3,96,NA,188,300,107
656,0.666666666666667,0.000641025641025641,5,241,280,78,254,57.5
659,36.619043104485,0.000432152117545376,12,46,216,311,55,203
664,253.463059332316,0.000433839479392625,15,151,138,306,17,79.5
665,0.666666666666667,0.000542299349240781,5,213,280,183,254,60
667,14266.7451781888,0.00068870523415978,8,1054,3,70,161,15
675,548.655340009652,0.000508905852417303,7,195,94,222,191,68
676,2481.50294324405,0.000544959128065395,8,577,22,176,161,27
679,900.91031071014,0.000377643504531722,10,36,68,345,93,257.5
680,77.0695816856304,0.000430848772081,13,38,193,312,37,232.5
681,818.723273153935,0.000484027105517909,16,38,71,253,11,232.5
682,3.56709956709957,0.0204081632653061,4,101,256,51,276,104
683,1146.84215561305,0.000484496124031008,16,42,54,252,11,216.5
686,296.219802419802,0.000376789751318764,8,29,126,348,161,334.5
688,636.873748228528,0.000483558994197292,14,36,86,254,26,257.5
689,296.219802419802,0.000376789751318764,8,65,126,348,161,151.5
691,63,0.0196078431372549,4,80,201,52,276,127
692,0.666666666666667,0.000542299349240781,5,43,280,183,254,211.5
693,0,0.000375798571965427,6,29,NA,351,229,334.5
694,15.442730467473,0.000377500943752359,11,654,232,347,71,25
698,1080.55739781067,0.000476644423260248,9,202,57,262,126,64.5
704,0,0.000542005420054201,4,29,NA,187,276,334.5
705,104.711567891346,0.000641025641025641,5,853,181,78,254,19
710,943.370157867269,0.000422119037568594,12,92,63,318,55,110
711,11,0.0140845070422535,3,262,237,65,300,52
712,0,0.000600600600600601,3,365,NA,135,300,42.5
714,3092.52198871303,0.000477326968973747,10,48,20,261,93,200
719,527.87654461254,0.00042247570764681,11,44,95,315,71,207.5
721,19.572991272648,0.000377643504531722,12,91,228,345,55,111.5
724,1.5,0.000542299349240781,5,38,268,183,254,232.5
725,61.3399601434819,0.0004212299915754,9,29,203,320,126,334.5
726,207.045115503116,0.000458085203847916,15,38,150,283,17,232.5
730,412.321354004635,0.000460617227084293,17,60,106,281,7,169
733,1511.84293571653,0.000496031746031746,14,58,43,239,26,172.5
734,351.159874123344,0.00051440329218107,10,29,116,219,93,334.5
736,3566.05741443393,0.000553097345132743,10,38,18,170,93,232.5
738,527.87654461254,0.00042247570764681,11,36,95,315,71,257.5
739,418.022846863153,0.000459136822773186,17,127,104,282,7,89.5
743,4.75747243531467,0.000411861614497529,9,29,251,333,126,334.5
746,1084.07770185521,0.00042247570764681,13,65,56,315,37,151.5
748,4621.04091679234,0.000555555555555556,11,65,12,169,71,151.5
751,4012.87967859702,0.000543183052688756,5,499,13,177,254,31
752,15.0282190675764,0.000412881915772089,10,29,233,332,93,334.5
753,62.515194850332,0.000487092060399416,9,29,202,251,126,334.5
755,11,0.0140845070422535,3,1300,237,65,300,13
757,968.531609732999,0.000461041954817888,20,560,60,280,5,28.5
758,676.989453261549,0.00049480455220188,14,36,84,240,26,257.5
759,0,0.00040650406504065,7,36,NA,336,191,257.5
767,923.121987121313,0.000489715964740451,15,81,64,248,17,124.5
768,1601.67167322702,0.000568504832291074,6,29,41,162,229,334.5
770,0,0.000529380624669137,3,95,NA,199,300,108.5
774,9,0.142857142857143,5,1302,239,29,254,12
778,324.351103860035,0.000421940928270042,12,278,118,319,55,49
779,0,0.1,3,97,NA,40,300,106
781,6918.16715027919,0.000572737686139748,15,241,7,158,17,57.5
783,85.0833333333335,0.000613873542050338,4,29,189,100,276,334.5
786,1616.53183981408,0.000598444045481747,11,29,40,145,71,334.5
788,0,0.000600600600600601,3,42,NA,135,300,216.5
793,203.333002463029,0.000436681222707424,15,56,151,303,17,180.5
796,1273.22389745732,0.000529380624669137,11,29,49,199,71,334.5
797,42.9581814444748,0.000571102227298686,10,50,212,159,93,192
798,85.0833333333335,0.000613873542050338,4,81,189,100,276,124.5
800,459.682084802876,0.000489476260401371,12,63,101,249,55,160
802,271.620512707055,0.000438788942518649,17,131,132,300,7,85
803,1645.75829953814,0.000599161174355902,13,29,39,141,37,334.5
807,0,0.1,3,41,NA,40,300,222
809,1503.26277417769,0.000474833808167142,8,29,44,264,161,334.5
810,0,0.010752688172043,2,540,NA,68,331,30
811,780.143576822682,0.000598444045481747,11,76,77,145,71,131.5
813,24.8204454987737,0.000376081233546446,6,134,225,350,229,84
815,0,0.1,3,49,NA,40,300,196
816,270.81916449918,0.000438212094653812,16,263,133,301,11,51
820,0,0.000528820729772607,1,29,NA,201,349,334.5
821,805.41218105254,0.000599161174355902,13,29,72,141,37,334.5
824,150.647015226382,0.000437062937062937,14,29,170,302,26,334.5
826,313.202570374242,0.000417188151856487,4,1465,120,323,276,10
828,1184.11957811819,0.000602409638554217,14,29,53,119,26,334.5
830,0,0.00037202380952381,2,183,NA,356,331,71
839,805.41218105254,0.000599161174355902,13,29,72,141,37,334.5
840,387.995594818181,0.000547045951859956,7,29,110,174,191,334.5
841,1234.52212296441,0.00060313630880579,16,246,50,114,11,54.5
844,99.4451801121003,0.000433275563258232,13,29,185,307,37,334.5
845,1695.80276777948,0.000602772754671489,15,52,37,115,17,188
847,2322.66191887967,0.000548847420417124,12,56,25,171,55,180.5
849,906,0.000530503978779841,4,291,65,197,276,48
850,0.305958747135218,0.000388198757763975,7,29,291,341,191,334.5
851,57.4784523325369,0.000432900432900433,11,29,204,309,71,334.5
852,953.058714631703,0.000503524672708963,7,29,61,227,191,334.5
853,744.304427937912,0.000465549348230912,12,29,79,274,55,334.5
854,39.1076402687441,0.000416840350145894,10,67,214,325,93,143
855,398.689342257693,0.000583771161704612,13,29,107,151,37,334.5
856,18.1378634329943,0.000407000407000407,10,29,231,335,93,334.5
858,69.5267676769215,0.000539956803455724,13,29,199,192,37,334.5
860,1.12143493761141,0.000388500388500389,9,151,272,340,126,79.5
861,842.6221013349,0.000480538202787122,5,29,70,255,254,334.5
862,0,0.000457247370827618,3,109,NA,284,300,97.5
866,0,0.000457247370827618,3,41,NA,284,300,222
867,73.5405053835265,0.000417014178482068,11,41,197,324,71,222
872,2,0.111111111111111,3,396,261,38,300,38
873,689.400571015244,0.00045045045045045,10,45,82,295,93,205.5
874,0,0.000457247370827618,3,41,NA,284,300,222
875,394.467354161577,0.000582750582750583,11,38,108,152,71,232.5
877,2,0.111111111111111,3,29,261,38,300,334.5
879,0,0.0769230769230769,2,407,NA,43,331,35
880,391.714918542802,0.00058173356602676,8,58,109,153,161,172.5
883,0,1,1,365,NA,NA,349,42.5
887,18.6259893826231,0.000569476082004556,5,29,230,160,254,334.5
889,0,1,1,295,NA,NA,349,47
891,0,0,0,43,NA,NA,NA,211.5
892,0,0.000541125541125541,1,29,NA,189,349,334.5
893,0,0,0,55,NA,NA,NA,184
894,0,1,1,3637,NA,NA,349,6
898,0,0,0,36,NA,NA,NA,257.5
901,0,0.000466417910447761,3,29,NA,271,300,334.5
902,906,0.000542888165038002,4,36,65,179,276,257.5
903,0,0.000541125541125541,1,48,NA,189,349,200
904,0,0.000466417910447761,3,95,NA,271,300,108.5
905,0,0.5,2,29,NA,19,331,334.5
906,0,0.000466417910447761,3,1137,NA,271,300,14
907,0,0.25,2,120,NA,27,331,93.5
908,0,1,1,29,NA,NA,349,334.5
909,0,0,0,36,NA,NA,NA,257.5
910,0,0.5,2,29,NA,19,331,334.5
911,0,0.5,2,29,NA,19,331,334.5
913,0,0.25,2,29,NA,27,331,334.5
914,0.5,0.333333333333333,3,29,284,23,300,334.5
915,0.5,0.333333333333333,3,29,284,23,300,334.5
916,0,0.333333333333333,1,167,NA,23,349,74
917,1,0.5,2,739,274,19,331,22
920,0,0,0,69,NA,NA,NA,139.5
921,0,0,0,159,NA,NA,NA,77
922,0,0.333333333333333,1,703,NA,23,349,23
923,0,0.125,6,36,NA,36,229,257.5
924,0.166666666666667,0.142857142857143,7,29,295,29,191,334.5
925,0.166666666666667,0.142857142857143,7,36,295,29,191,257.5
926,0.166666666666667,0.142857142857143,7,38,295,29,191,232.5
927,0.166666666666667,0.142857142857143,7,29,295,29,191,334.5
928,0.166666666666667,0.142857142857143,7,42,295,29,191,216.5
929,0.166666666666667,0.142857142857143,7,29,295,29,191,334.5
930,0,0.125,6,29,NA,36,229,334.5
931,0,0,0,29,NA,NA,NA,334.5
932,0,1,1,29,NA,NA,349,334.5
933,0,1,1,29,NA,NA,349,334.5
934,0,1,1,29,NA,NA,349,334.5
935,0,1,1,29,NA,NA,349,334.5
936,0,0,0,36,NA,NA,NA,257.5
